hhsize,able,rec_attended_school,rec_age,dist_food_market,imp_dich,future1yr,asst_idx,lvstk_idx,prod_idx,any_savings,qsn,HF1,HF2,HF3
5,2,,35,,Willing to wait at least once,1,1.4690915,1.2140847,1.1309961,0,1084,1,1,0
11,3,,46,,Willing to wait at least once,1,1.1587967,1.1256405,.99343777,1,1086,0,0,0
8,2,,33,,Willing to wait at least once,1,.54862666,0,.89744425,1,1087,0,0,0
5,2,,27,,Never willing to wait,1,.6111787,1.0620096,.75307322,1,1088,0,0,0
4,1,,60,,Never willing to wait,1,1.1909678,.25077447,.71846193,0,1089,0,0,0
5,2,,35,,Willing to wait at least once,1,1.0568796,0,.92646497,0,1090,0,1,0
5,1,,32,,Never willing to wait,0,.14779887,.44629022,.52514178,0,1091,0,0,0
6,2,,27,,Never willing to wait,0,.37101221,0,.60697192,0,1092,0,0,0
3,2,,28,,Willing to wait at least once,1,.59400934,0,.80509818,1,1093,0,0,0
8,1,,38,,Willing to wait at least once,1,0,0,.71846193,0,1094,0,0,0
7,2,,42,,Willing to wait at least once,0,0,0,.50030637,0,1095,0,1,0
6,2,,44,,Willing to wait at least once,1,.59400934,0,.60697192,0,1096,0,0,0
3,2,1,24,,Willing to wait at least once,0,.14779887,0,.75171131,0,1097,0,1,0
6,3,,49,,Willing to wait at least once,1,.14779887,0,.71846193,1,1098,0,0,0
5,2,,45,,Willing to wait at least once,1,.14779887,0,.60697192,0,1099,0,0,0
5,2,,34,,Willing to wait at least once,1,.87170422,0,.60697192,1,1100,0,0,0
4,2,,29,,Willing to wait at least once,1,.14779887,0,.60697192,0,1101,0,0,0
8,4,,25,,Willing to wait at least once,1,.076627567,0,.62360156,1,1102,0,0,0
7,2,,46,,Willing to wait at least once,1,0,0,.89744425,0,1103,0,0,0
5,2,,31,,Willing to wait at least once,1,0,0,.50030637,1,1106,0,0,0
6,1,,38,,Willing to wait at least once,1,.5630551,0,.98197877,0,1108,0,0,0
6,2,,35,,Willing to wait at least once,1,0,0,.98197877,0,1109,0,0,1
3,1,,28,,Willing to wait at least once,0,.076627567,0,.48147386,0,1110,0,0,0
6,2,,25,,Willing to wait at least once,1,0,0,.50030637,1,1112,0,0,0
3,1,1,24,,Willing to wait at least once,0,.4399831,.21597672,.60697192,1,1113,0,0,0
5,2,,34,,Willing to wait at least once,0,.3873291,0,.60697192,0,1114,0,0,0
6,2,,41,,Willing to wait at least once,1,.34913072,.67513299,1.0599209,0,1115,0,0,0
7,3,,53,,Willing to wait at least once,1,.76520294,0,.71846193,1,1116,0,0,0
3,1,,31,,Willing to wait at least once,1,0,0,.35964283,0,1117,1,0,1
6,2,,25,,Willing to wait at least once,0,0,0,.60697192,0,1118,0,0,0
5,2,,41,,Never willing to wait,1,.51664227,0,.60697192,0,1119,0,0,0
5,1,,33,,Willing to wait at least once,1,0,0,.50030637,1,1120,0,1,0
2,1,,42,,Never willing to wait,0,.2913214,0,.19590285,0,1181,0,1,0
3,1,,32,,Willing to wait at least once,0,.076627567,0,.19590285,0,1186,1,1,0
10,5,,48,,Willing to wait at least once,1,.36373544,.27871555,.92221779,1,1187,0,0,0
10,4,,42,,Willing to wait at least once,0,.55332524,0,1.1747286,0,1189,0,0,0
6,2,,40,,Willing to wait at least once,1,.52900833,.21597672,1.1309961,1,1190,0,0,1
6,2,,40,,Never willing to wait,0,.34913072,0,.80509818,0,1191,0,0,0
5,1,,27,,Willing to wait at least once,1,.86386979,.83307195,1.2617395,1,1193,0,0,0
6,2,,30,,Never willing to wait,1,1.914583,.66786397,1.9389883,1,1194,1,0,1
16,3,,32,,Willing to wait at least once,0,.81555796,1.5986965,1.6905327,0,1197,0,0,0
7,4,,30,,Willing to wait at least once,0,0,0,1.0492029,0,1198,0,0,1
5,2,,29,,Never willing to wait,1,.2913214,0,.60697192,0,1199,0,0,0
7,2,,25,,Willing to wait at least once,1,1.2334766,.80409151,1.4469509,1,1202,0,1,0
8,2,,35,,Never willing to wait,0,.59400934,0,1.198503,0,1204,0,0,0
9,4,,43,,Willing to wait at least once,0,.48094887,.52283883,1.2203314,0,1205,0,0,0
6,1,,47,,Never willing to wait,0,.14779887,0,.35964283,0,1265,0,0,0
9,4,,43,,Never willing to wait,0,.14779887,0,.62360156,0,1266,0,0,0
5,2,,29,,Willing to wait at least once,0,.34913072,0,.89744425,0,1267,0,0,0
8,2,,35,,Willing to wait at least once,0,.21423963,0,.89744425,0,1269,0,0,0
3,0,,67,,Willing to wait at least once,0,0,0,1.0662395,1,1271,0,0,1
4,2,,27,,Willing to wait at least once,0,.14779887,0,.60697192,0,1273,0,0,0
8,3,,28,,Never willing to wait,0,.21423963,0,.62360156,0,1274,0,0,0
6,1,,32,,Willing to wait at least once,0,.40377998,0,1.0599209,1,1275,0,0,1
4,2,,28,,Willing to wait at least once,1,.076627567,0,.35964283,1,1276,0,0,0
10,3,,42,,Never willing to wait,0,.21423963,0,.62360156,0,1278,0,0,0
9,5,,43,,Willing to wait at least once,1,.076627567,0,.73335016,0,1279,0,0,0
4,2,,31,,Willing to wait at least once,1,.14779887,0,.98197877,0,1280,0,0,0
6,3,,43,,Willing to wait at least once,0,.14779887,0,.35964283,0,1282,0,0,0
8,3,,58,,Never willing to wait,0,.21423963,0,.50030637,1,1284,0,0,0
8,3,,36,,Willing to wait at least once,0,.14779887,0,.71846193,0,1285,0,0,0
6,3,,42,,Willing to wait at least once,0,.21423963,0,.33793494,0,1286,0,0,0
3,1,,27,,Willing to wait at least once,0,.14779887,0,1.1409602,0,1287,0,0,0
5,1,,28,,Willing to wait at least once,1,.14779887,0,1.1322248,0,1289,0,0,0
3,1,,27,,Willing to wait at least once,1,.21423963,0,.35964283,1,1290,0,1,0
11,3,,44,,Willing to wait at least once,0,.14779887,.30064452,,0,1291,0,0,0
4,2,,29,,Willing to wait at least once,1,1.2798172,.68075073,.63335961,1,1292,0,0,0
6,2,,32,,Willing to wait at least once,1,1.9070504,0,1.1088715,0,1293,0,0,0
4,2,,29,,Willing to wait at least once,1,1.8432086,1.5716314,1.3523189,1,1294,0,1,0
8,3,,53,,Willing to wait at least once,0,.076627567,0,1.2618138,0,1295,0,0,0
6,2,,43,,Never willing to wait,1,1.2784078,1.2269279,1.0815412,1,1296,0,0,0
5,2,,27,,Never willing to wait,1,1.1414499,1.0466979,.71846193,0,1298,0,1,0
12,4,,46,,Willing to wait at least once,0,.70384824,.5897727,1.0445406,0,1299,0,0,1
6,2,,30,,Willing to wait at least once,1,1.6580799,2.3643599,1.552291,1,1300,1,1,1
5,2,,26,,Never willing to wait,1,.72430414,1.856215,1.2719889,0,1301,0,0,0
4,2,,31,,Willing to wait at least once,1,.86734021,0,.71846193,1,1303,0,0,0
8,2,,40,,Willing to wait at least once,0,.89315927,0,1.0950941,0,1304,0,1,0
5,1,,44,,Never willing to wait,1,.93569261,1.5820943,.93157631,0,1305,0,0,0
4,1,,28,,Willing to wait at least once,1,.57486361,0,.33793494,0,1307,0,0,0
7,2,,33,,Willing to wait at least once,1,2.1315825,2.5565417,1.3083621,1,1308,0,0,0
6,2,,38,,Never willing to wait,1,.48094887,1.5168685,.73591733,0,1310,0,0,0
6,3,,42,,Willing to wait at least once,0,1.1713736,.60998935,1.1636976,1,1311,1,1,0
6,2,,38,,Willing to wait at least once,1,.076627567,0,.35964283,0,1312,0,0,0
5,2,,26,,Willing to wait at least once,1,.40377998,.49644032,.50030637,1,1313,0,1,0
4,1,,55,,Willing to wait at least once,1,.99870139,.5050897,1.4938184,0,1314,0,0,0
5,2,,26,,Willing to wait at least once,1,1.0565133,.10511903,.91724521,0,1316,0,0,0
11,5,,39,,Willing to wait at least once,0,.82844776,0,.64558762,0,1317,0,0,0
3,2,,30,,Willing to wait at least once,1,.5669955,1.4384868,.62646616,0,1318,0,1,0
7,3,,53,,Willing to wait at least once,1,1.5097504,0,.80509818,0,1319,0,0,0
4,2,,28,,Willing to wait at least once,0,0,0,.60697192,0,1320,0,0,0
3,2,,40,,Never willing to wait,0,.69446927,0,.89744425,0,1321,1,1,1
3,1,,37,,Willing to wait at least once,1,.2913214,0,.19590285,0,1322,0,0,0
13,4,,41,,Willing to wait at least once,1,2.1282485,0,.78520954,0,1323,0,0,0
7,1,,36,,Willing to wait at least once,1,.68671119,0,.80509818,0,1324,0,0,0
4,2,,47,,Willing to wait at least once,0,.076627567,.077292271,.19590285,0,1325,0,0,0
7,3,,33,,Willing to wait at least once,1,1.5594808,1.5850143,1.1524351,1,1326,0,0,0
7,3,,39,,Willing to wait at least once,1,1.4194341,1.5955054,1.0568501,1,1327,0,0,1
4,1,,53,,Never willing to wait,1,.43046248,1.1015898,0,0,1329,0,0,0
3,1,,44,,Never willing to wait,0,0,0,.60697192,0,1330,0,0,0
3,1,,27,,Willing to wait at least once,1,.79431611,0,.60697192,1,1332,1,0,1
4,1,,36,,Willing to wait at least once,0,.26262003,0,.35964283,0,1333,0,0,0
6,1,,35,,Willing to wait at least once,1,.076627567,.95826024,.19590285,1,1334,0,0,0
3,1,,35,,Never willing to wait,0,.26262003,0,.60697192,0,1335,0,0,0
7,2,,40,,Willing to wait at least once,1,.53517997,0,1.005782,1,1336,0,0,1
6,2,,32,,Never willing to wait,1,1.1665653,1.3092219,.73591733,0,1337,0,0,0
6,2,,30,,Willing to wait at least once,0,.77820033,.27871555,.19590285,0,1338,0,0,0
7,4,,41,,Willing to wait at least once,1,1.8759202,.66786397,1.1322248,1,1339,0,1,0
5,1,,47,,Never willing to wait,1,.67433947,1.2269279,.60697192,0,1340,0,0,0
4,1,,36,,Willing to wait at least once,1,.3873291,.25077447,.60697192,1,1341,0,1,0
2,1,,79,,Willing to wait at least once,1,.076627567,0,.19590285,0,1342,0,0,0
4,1,,31,,Willing to wait at least once,1,.2913214,.21597672,.19590285,1,1343,0,1,0
5,2,,29,,Willing to wait at least once,0,0,0,.35964283,1,1344,0,0,0
3,1,,27,,Willing to wait at least once,1,0,0,.60697192,0,1345,0,1,0
5,2,,30,,Willing to wait at least once,0,.076627567,0,.48147386,0,1403,0,0,0
5,2,,26,,Never willing to wait,0,0,0,.80509818,0,1404,0,0,0
5,3,,38,,Never willing to wait,0,.21423963,1.2053457,1.2617395,0,1405,0,0,0
9,2,,37,,Willing to wait at least once,1,1.0823803,.9414252,1.7072922,1,1408,0,0,0
5,2,,25,,Willing to wait at least once,1,.40377998,.81062543,1.198503,0,1409,0,0,0
4,1,,52,,Never willing to wait,0,.14779887,0,.89744425,0,1410,0,0,1
5,1,,33,,Willing to wait at least once,0,.34913072,.34814534,.81875926,1,1411,0,0,0
2,1,,26,,Never willing to wait,0,.34913072,0,.60697192,0,1412,1,1,0
3,1,,32,,Willing to wait at least once,0,.076627567,0,.60697192,0,1416,0,0,1
8,2,,32,,Willing to wait at least once,1,0,1.1585009,1.3212138,0,1417,0,0,0
6,2,1,24,,Never willing to wait,0,0,0,.97038692,0,1418,0,0,0
5,2,,41,,Willing to wait at least once,1,1.214902,1.5850143,1.4369267,0,1419,1,0,1
6,2,0,21,,Willing to wait at least once,1,0,.92430168,1.0692182,0,1420,0,0,1
7,2,,43,,Never willing to wait,0,.53517997,.39349177,.89744425,0,1421,0,0,0
4,2,,46,,Never willing to wait,1,0,1.0576057,.99202603,0,1422,1,0,1
5,2,,36,,Willing to wait at least once,1,0,.56534439,1.198503,0,1426,1,1,1
7,2,,30,,Never willing to wait,0,.14779887,0,.48147386,0,1428,0,0,0
6,1,,37,,Willing to wait at least once,1,1.2541364,2.3082256,1.3773487,0,1429,1,0,1
7,2,,41,,Willing to wait at least once,1,.53517997,0,.82679421,0,1458,0,0,0
6,2,,44,,Willing to wait at least once,0,.14779887,0,.60697192,0,1459,0,0,1
8,3,,37,,Willing to wait at least once,0,0,.077292271,.35964283,0,1460,0,0,1
8,4,,43,,Willing to wait at least once,1,.37101221,.27871555,.75077063,1,1461,0,0,0
5,1,,31,,Willing to wait at least once,1,.37817082,.33774942,0,0,1462,0,0,0
6,1,,35,,Willing to wait at least once,0,.14779887,0,.80509818,0,1463,0,0,0
6,1,,36,,Willing to wait at least once,0,0,0,.60697192,0,1464,0,0,0
6,2,,28,,Willing to wait at least once,0,1.4166356,.5897727,.77458346,1,1465,0,0,0
7,1,,38,,Never willing to wait,0,.076627567,0,.35964283,0,1466,0,0,0
4,1,,34,,Willing to wait at least once,1,.076627567,0,.60697192,0,1468,0,0,1
6,2,,39,,Never willing to wait,0,.87483191,.49644032,1.1222582,0,1469,1,0,1
3,2,,51,,Never willing to wait,0,.076627567,0,.48147386,0,1470,0,0,0
4,1,,27,,Willing to wait at least once,0,.14779887,.39349177,.35964283,0,1471,0,0,0
5,2,,43,,Willing to wait at least once,0,.076627567,0,.60697192,0,1472,0,0,1
4,1,,47,,Willing to wait at least once,0,.076627567,0,.19590285,0,1473,0,0,0
5,2,,38,,Willing to wait at least once,0,1.0225152,0,.63335961,1,1474,0,0,0
4,1,,28,,Never willing to wait,1,.48094887,0,.48147386,1,1475,1,0,1
7,2,,29,,Willing to wait at least once,1,.68671119,0,.71846193,0,1476,0,0,0
8,3,,39,,Willing to wait at least once,1,1.0154275,0,1.6656669,0,1477,0,0,1
6,1,,29,,Willing to wait at least once,0,.6111787,.21597672,.50030637,0,1478,0,0,0
6,1,,49,,Willing to wait at least once,0,.14779887,0,.60697192,0,1479,0,0,0
9,1,,67,,Willing to wait at least once,0,.58656758,0,.71846193,0,1480,0,0,0
4,1,,25,,Never willing to wait,1,.37101221,0,.48147386,0,1481,0,0,0
9,4,,43,,Willing to wait at least once,0,.49379784,.49644032,.80509818,0,1482,0,0,0
8,4,,53,,Willing to wait at least once,1,.90024692,.60588646,1.1030962,0,1483,0,0,0
10,4,1,24,,Willing to wait at least once,0,0,.077292271,.89744425,0,1484,0,0,0
9,2,,53,,Never willing to wait,0,.2913214,0,.33793494,0,1485,0,0,0
3,1,,30,,Willing to wait at least once,1,.076627567,0,.63335961,0,1486,0,0,0
5,1,,35,,Willing to wait at least once,0,0,.27871555,.60697192,0,1489,0,0,0
5,2,,28,,Willing to wait at least once,1,.076627567,0,.35964283,1,1490,0,0,0
6,3,,46,,Willing to wait at least once,0,.076627567,0,.50030637,1,1491,0,0,1
5,2,,31,,Willing to wait at least once,1,.076627567,0,.54149646,0,1492,0,0,1
6,1,,35,,Willing to wait at least once,1,.254581,0,.89744425,0,1493,0,0,0
3,1,,32,,Willing to wait at least once,1,.076627567,0,.60697192,0,1494,0,0,0
3,2,,37,,Willing to wait at least once,1,.31449023,0,.60697192,1,1496,0,0,0
6,3,,28,,Willing to wait at least once,1,1.1934714,0,1.0836654,1,1497,0,0,0
3,2,,31,,Willing to wait at least once,1,.34913072,0,.60697192,0,1498,0,0,0
7,2,,28,,Willing to wait at least once,1,.22996409,0,.81875926,1,1500,0,0,0
8,2,,35,,Willing to wait at least once,1,.59400934,0,.60697192,0,1501,0,0,0
4,2,,27,,Willing to wait at least once,0,.14779887,0,.60697192,0,1502,0,0,0
5,2,,37,,Willing to wait at least once,0,.076627567,0,.70334864,0,1503,0,0,0
6,2,,30,,Willing to wait at least once,1,.86294192,0,.92531997,0,1504,0,0,0
4,2,,27,,Willing to wait at least once,0,.076627567,0,.80509818,0,1505,0,0,0
4,2,,26,,Willing to wait at least once,0,.14779887,0,.60697192,1,1506,0,0,0
5,1,,46,,Willing to wait at least once,0,.14779887,0,.60697192,0,1507,0,0,0
5,2,,32,,Willing to wait at least once,1,.87170422,0,.60697192,0,1508,0,0,0
5,0,,62,,Willing to wait at least once,0,0,0,.59006101,0,1509,0,0,0
7,3,,47,,Willing to wait at least once,1,.9262957,0,.89744425,1,1510,0,0,0
5,2,1,24,,Willing to wait at least once,1,.14779887,0,.6600998,1,1511,1,0,1
2,1,,25,,Willing to wait at least once,1,.14779887,0,.60697192,0,1512,0,0,0
8,3,,33,,Willing to wait at least once,1,.076627567,0,0,0,1513,0,0,1
5,1,,37,,Willing to wait at least once,1,.37101221,0,.60697192,1,1515,0,0,0
5,1,,32,,Willing to wait at least once,1,.64580899,0,.71846193,1,1516,0,0,1
6,2,,55,,Willing to wait at least once,1,.22996409,0,.71846193,0,1517,0,0,0
4,1,,26,,Willing to wait at least once,0,.14779887,0,.35964283,1,1518,0,0,1
6,1,,38,,Never willing to wait,0,0,0,.48147386,0,1520,0,0,0
6,2,,32,,Willing to wait at least once,0,.076627567,0,.64407098,0,1521,0,0,0
3,1,,26,,Willing to wait at least once,0,.70898539,0,.19590285,1,1522,1,0,1
5,2,,28,,Willing to wait at least once,0,.41910049,0,.50030637,0,1523,0,0,0
3,1,,32,,Willing to wait at least once,0,.68671119,0,.60697192,0,1524,0,0,0
5,1,,32,,Willing to wait at least once,0,.14779887,0,.60697192,0,1525,0,0,0
6,2,,25,,Willing to wait at least once,0,.076627567,0,.71846193,0,1526,0,0,0
2,1,,31,,Willing to wait at least once,1,.32206354,0,.60697192,0,1527,0,1,0
4,2,,26,,Willing to wait at least once,0,.076627567,0,.48147386,0,1528,0,0,0
6,1,,33,,Never willing to wait,0,.076627567,0,.19590285,0,1530,0,0,0
7,2,,44,,Willing to wait at least once,1,.27653977,.63336337,1.3626802,0,1531,0,0,1
7,2,,42,,Willing to wait at least once,0,.37101221,0,.95243961,0,1532,0,0,1
6,1,,45,,Willing to wait at least once,0,0,.090760484,.71846193,0,1533,0,0,0
8,2,,35,,Willing to wait at least once,1,.57288378,.33774942,.71846193,0,1534,0,0,0
4,1,,25,,Never willing to wait,0,.076627567,.21597672,.33793494,0,1536,0,0,0
4,2,,28,,Never willing to wait,0,0,.33774942,.33793494,0,1537,0,0,0
10,2,,33,,Willing to wait at least once,1,.57486361,1.1623678,.35964283,0,1538,0,0,0
5,1,,31,,Willing to wait at least once,1,.076627567,.14903679,.75171131,0,1539,0,0,0
3,1,,27,,Willing to wait at least once,0,.32206354,0,.48147386,0,1540,1,0,1
6,2,,34,,Willing to wait at least once,1,1.7915571,.50985348,1.6233593,0,1599,1,1,0
5,3,,35,,Willing to wait at least once,1,1.751137,.56534439,1.2756097,1,1600,0,0,0
11,4,,59,,Willing to wait at least once,1,1.4253937,.32210302,1.2650254,1,1602,0,0,1
8,3,,32,,Willing to wait at least once,1,.37817082,0,1.2363619,1,1604,1,1,0
6,3,,39,,Never willing to wait,1,2.1828933,0,.48147386,0,1605,1,0,1
6,3,,34,,Willing to wait at least once,1,1.1084007,0,.9099077,0,1606,0,0,1
6,2,,35,,Willing to wait at least once,0,1.7320497,0,.48147386,0,1609,1,1,0
7,1,,31,,Willing to wait at least once,0,.31449023,0,.50030637,1,1610,0,0,1
6,2,,36,,Willing to wait at least once,1,1.4629034,.86123604,1.1409602,1,1611,1,0,1
6,3,,54,,Never willing to wait,0,0,0,.60697192,0,1612,0,0,0
4,2,,26,,Willing to wait at least once,1,.076627567,0,.71846193,0,1614,0,0,1
8,4,,37,,Willing to wait at least once,1,2.00351,0,.97119087,1,1617,1,0,1
3,1,,31,,Willing to wait at least once,1,.97411251,0,1.0285735,1,1619,1,0,1
7,3,,37,,Never willing to wait,1,1.5189421,0,1.233675,1,1622,0,0,1
9,3,,25,,Willing to wait at least once,1,1.9361787,0,1.2947913,1,1623,1,0,1
7,2,,49,,Never willing to wait,1,1.2522731,0,1.2078197,1,1625,0,0,1
4,2,,26,,Willing to wait at least once,0,.2913214,.090760484,.50030637,0,1627,1,1,1
7,2,,30,,Never willing to wait,0,.076627567,0,.60697192,0,1628,0,0,0
6,5,,26,,Willing to wait at least once,0,.076627567,.21597672,1.0492029,0,1630,0,0,1
5,3,,45,,Willing to wait at least once,0,.36373544,0,1.1690615,0,1632,0,0,0
4,1,,33,,Never willing to wait,0,.2913214,0,.48147386,0,1633,0,0,0
6,2,,40,,Willing to wait at least once,1,.52900833,0,1.0829906,0,1635,0,0,0
8,2,,36,,Willing to wait at least once,1,.63704008,0,.75171131,0,1636,0,0,1
2,1,,28,,Willing to wait at least once,0,0,0,.19590285,0,1637,0,0,0
4,1,,27,,Never willing to wait,0,.2913214,0,.48147386,1,1638,0,0,0
8,3,,43,,Never willing to wait,0,.14779887,.14903679,1.1222582,0,1639,0,0,0
5,1,,27,,Never willing to wait,0,.2913214,0,.48147386,0,1640,0,0,0
3,1,,31,,Never willing to wait,0,.2913214,0,.99212325,0,1641,0,0,1
6,4,,48,,Willing to wait at least once,1,.80433834,1.2447833,.98197877,0,1642,1,0,1
3,1,,31,,Willing to wait at least once,0,.14779887,0,.82679421,0,1645,0,0,0
6,2,,26,,Willing to wait at least once,1,.4399831,0,.50030637,0,1646,0,0,0
4,2,1,23,,Willing to wait at least once,0,0,0,.71846193,0,1647,0,0,0
4,1,,32,,Willing to wait at least once,0,.076627567,0,.48147386,0,1649,0,0,0
7,2,,30,,Willing to wait at least once,1,.076627567,0,.48147386,0,1650,0,0,0
6,1,,29,,Willing to wait at least once,0,.076627567,0,.60697192,0,1652,0,0,0
5,2,,48,,Never willing to wait,0,.14779887,0,.60697192,0,1653,0,0,0
9,3,,37,,Never willing to wait,0,0,0,1.4897618,0,1654,0,0,0
14,6,,39,,Willing to wait at least once,1,1.4726379,0,.62360156,0,1656,0,0,0
6,2,,28,,Willing to wait at least once,0,0,0,.99202603,0,1657,0,0,0
4,2,,28,,Willing to wait at least once,0,.076627567,0,.35964283,0,1658,0,0,0
8,3,,28,,Never willing to wait,0,.85819304,1.8119552,2.0136144,1,1659,0,0,0
4,2,,27,,Willing to wait at least once,1,.48094887,.44629022,.71846193,0,1660,0,0,0
10,2,,44,,Never willing to wait,0,.48094887,0,.89744425,0,1661,0,0,1
8,3,,40,,Never willing to wait,1,1.0604724,2.2269835,2.2328036,1,1662,0,0,0
5,2,,69,,Willing to wait at least once,1,.14779887,.42271134,.92452925,0,1664,0,0,0
4,2,,30,,Willing to wait at least once,0,1.653816,.60588646,1.1309961,0,1665,1,1,0
10,3,,37,,Never willing to wait,0,.34913072,0,1.1210172,0,1668,0,1,0
4,1,,30,,Never willing to wait,0,0,0,.48147386,0,1670,0,0,0
5,2,,25,,Never willing to wait,0,.14779887,0,1.1409602,0,1671,0,0,0
6,2,,37,,Never willing to wait,0,.52900833,.33774942,.98197877,0,1672,0,0,1
3,1,,28,,Never willing to wait,0,.076627567,0,.60697192,0,1673,0,0,0
8,2,,43,,Willing to wait at least once,1,1.1462576,.35843432,1.2529889,0,1674,0,0,0
5,2,,41,,Willing to wait at least once,1,1.707328,1.9395622,1.742139,1,1675,1,0,1
