hhsize,able,rec_attended_school,rec_age,dist_food_market,imp_dich,future1yr,asst_idx,lvstk_idx,prod_idx,any_savings,qsn,HF1,HF2,HF3
7,2,,52,,Willing to wait at least once,0,.31449023,.95826024,1.611856,0,1676,0,0,1
6,1,,35,,Never willing to wait,0,0,0,.19590285,0,1677,0,0,0
5,2,,28,,Willing to wait at least once,1,.48094887,0,.19590285,0,1678,0,0,0
2,0,,66,,Never willing to wait,1,.48094887,0,.80509818,0,1679,1,1,1
6,1,1,24,,Never willing to wait,0,.076627567,0,.19590285,0,1680,0,0,0
11,4,,42,,Never willing to wait,0,.51275986,0,1.0053314,0,1681,0,0,1
8,3,,35,,Willing to wait at least once,0,.54125804,0,.48147386,0,1682,0,0,0
5,1,,42,,Willing to wait at least once,0,.14779887,0,.50030637,0,1683,0,0,0
6,2,,33,,Willing to wait at least once,0,.076627567,0,.99212325,0,1684,0,0,0
5,3,,37,,Willing to wait at least once,1,.64147598,2.0363109,1.0692182,1,1685,1,0,1
7,2,,54,,Willing to wait at least once,0,.21423963,1.1015898,.89744425,0,1686,0,0,0
7,3,,35,,Never willing to wait,0,.14779887,.077292271,.60697192,0,1688,0,0,0
3,1,,30,,Willing to wait at least once,1,0,.33774942,.60697192,0,1690,0,1,0
8,4,,38,,Willing to wait at least once,1,1.0640713,1.6819738,1.3212138,1,1692,1,0,1
6,2,,30,,Never willing to wait,0,.70751697,.17396457,1.4668734,0,1693,0,0,0
5,2,,26,,Never willing to wait,0,.14779887,.79089421,.89744425,0,1694,0,0,0
4,2,,28,,Willing to wait at least once,0,.49379784,.27871555,.71846193,0,1695,0,0,0
5,2,,33,,Never willing to wait,1,1.0040001,.39349177,1.3261527,1,1696,1,0,1
5,2,1,24,,Willing to wait at least once,0,.34913072,.27871555,.71846193,0,1697,0,0,0
9,4,,37,,Never willing to wait,0,.21423963,.67513299,1.3705252,0,1698,0,0,1
6,2,,28,,Willing to wait at least once,1,.14779887,.79089421,.89744425,0,1699,0,0,1
7,2,,32,,Willing to wait at least once,1,.85819304,1.5501267,1.0692182,0,1700,1,0,1
5,1,,63,,Willing to wait at least once,1,.14779887,1.0235093,.89744425,0,1701,0,0,1
8,2,,31,,Willing to wait at least once,0,.37817082,0,.60697192,0,1703,0,0,0
12,4,,46,,Never willing to wait,1,.14779887,.73649335,1.516418,0,1704,0,0,1
9,2,,32,,Willing to wait at least once,1,1.0124353,1.0969914,1.4231125,0,1705,0,0,0
6,3,,52,,Willing to wait at least once,0,.14779887,.49644032,1.1322248,0,1707,0,0,0
3,1,,37,,Willing to wait at least once,1,0,.45110139,1.025377,0,1708,1,0,1
8,2,,33,,Never willing to wait,0,0,0,1.0599209,0,1712,0,0,0
5,2,,32,,Never willing to wait,0,.21423963,.72236657,1.1322248,0,1713,0,0,0
4,1,,40,,Never willing to wait,0,.076627567,0,.60697192,0,1715,0,0,0
6,2,,33,,Never willing to wait,1,.8119027,0,1.0599209,1,1716,0,0,1
4,2,,28,,Willing to wait at least once,0,.34913072,.67513299,.97038692,0,1717,0,0,0
3,1,,27,,Never willing to wait,0,.076627567,0,.19590285,0,1718,0,0,0
7,2,,39,,Never willing to wait,1,.87170422,1.6489733,1.5263017,0,1719,0,0,1
5,2,,34,,Willing to wait at least once,1,.14779887,0,.71846193,0,1723,0,0,0
5,2,,33,,Willing to wait at least once,1,.40377998,.55265993,1.3947558,1,1725,0,0,0
9,3,,34,,Willing to wait at least once,0,.14779887,0,.48147386,0,1726,0,0,0
7,4,,29,,Willing to wait at least once,1,.14779887,1.6030372,.9099077,0,1727,0,0,1
4,2,0,22,,Willing to wait at least once,0,.14779887,0,.35964283,0,1728,0,0,0
9,4,,40,,Never willing to wait,0,.076627567,.76746935,1.1222582,0,1730,0,0,0
9,4,,48,,Willing to wait at least once,1,.607409,.56105387,1.4165953,0,1733,0,0,1
3,1,,47,,Willing to wait at least once,1,.49379784,0,1.1281961,0,1734,0,0,0
2,2,,34,,Willing to wait at least once,1,.82285649,1.2269279,.80509818,0,1739,0,0,1
6,2,,29,,,,.34913072,,1.4413271,,1740,0,0,0
6,2,,33,,Willing to wait at least once,0,.33518511,1.3814768,.59006101,1,1741,0,0,0
5,2,,31,,Willing to wait at least once,1,.52693552,0,.62360156,1,1742,0,0,0
6,2,,44,,Never willing to wait,1,.076627567,0,.35964283,0,1743,0,0,0
5,1,,45,,Willing to wait at least once,0,.14779887,.49644032,.35964283,0,1744,0,0,0
10,3,,38,,Never willing to wait,1,.14779887,0,.71846193,0,1745,0,0,0
8,3,1,22,,Willing to wait at least once,1,1.3062793,1.61301,1.6104621,1,1746,0,0,0
7,2,,29,,Willing to wait at least once,1,.88280642,1.0846176,1.3851455,0,1747,0,0,1
7,2,,35,,Willing to wait at least once,1,.34913072,1.2081515,.71846193,1,1748,0,0,0
8,1,,41,,Willing to wait at least once,0,.40377998,.82668352,.71846193,1,1749,0,0,1
7,4,,39,,Willing to wait at least once,1,.40377998,.75377643,.71846193,1,1750,0,0,0
2,1,,29,,Willing to wait at least once,1,0,0,.19590285,0,1751,0,0,0
4,2,,26,,,,.076627567,,.83069164,,1752,0,0,0
7,2,,54,,Willing to wait at least once,1,.34913072,0,.71846193,0,1753,0,0,0
7,3,,42,,,,.52900833,,.51133782,,1754,0,0,0
6,3,,42,,,,.076627567,,.63335961,,1758,0,0,0
7,2,,41,,Willing to wait at least once,0,.14779887,0,.71846193,0,1759,0,0,0
5,2,,32,,Willing to wait at least once,0,.60953987,0,.89744425,1,1761,0,0,0
5,2,,25,,,,.6088419,,.80509818,,1762,0,0,0
5,2,,35,,Willing to wait at least once,1,.52693552,0,.35964283,1,1763,0,0,0
5,2,,51,,Willing to wait at least once,1,.34913072,0,.71846193,0,1764,0,0,0
6,3,,34,,Never willing to wait,1,0,0,.50030637,1,1904,0,0,0
8,2,,33,,Willing to wait at least once,1,.14779887,0,.35964283,0,1907,0,0,0
2,1,,27,,,,.076627567,.49644032,.48147386,,1910,0,0,0
7,2,,41,,,,.076627567,,.50030637,,1912,0,0,1
3,1,,25,,Willing to wait at least once,1,0,0,0,1,1913,0,0,0
4,2,,41,,Willing to wait at least once,0,0,.85822505,.62646616,0,1916,0,0,0
4,1,,30,,Willing to wait at least once,1,.2913214,0,.19590285,1,1917,0,0,1
7,2,,38,,Willing to wait at least once,0,.14779887,.99141687,.71846193,0,1919,0,0,0
5,2,,51,,Willing to wait at least once,1,.076627567,0,.35964283,0,1922,0,0,1
4,2,,32,,Willing to wait at least once,0,.076627567,.33774942,.60697192,0,1925,0,0,1
4,1,,32,,,,.076627567,.41306603,1.003371,,1928,0,0,0
8,2,,26,,Willing to wait at least once,0,.076627567,.9667334,1.0053314,0,1929,0,0,0
6,2,,37,,Willing to wait at least once,0,.076627567,.39349177,.60697192,0,1931,0,0,0
7,2,,43,,Willing to wait at least once,1,.68671119,.52283883,.50030637,1,1960,0,0,0
3,1,,36,,Willing to wait at least once,0,.076627567,.49644032,.19590285,0,1961,0,0,0
6,3,,28,,Willing to wait at least once,0,.076627567,.544195,.35964283,0,1962,0,0,0
10,4,,35,,Willing to wait at least once,1,.36373544,.80745798,1.1408764,1,1963,0,0,1
3,1,,33,,Willing to wait at least once,0,.34913072,.32210302,.90837288,0,1964,0,0,1
8,4,,51,,Willing to wait at least once,0,.59739727,.25077447,.92070174,0,1965,0,0,1
8,3,,39,,Never willing to wait,0,.14779887,0,.89744425,0,1970,0,0,1
7,2,,25,,Never willing to wait,0,.43129668,0,.59006101,0,1972,0,0,1
4,2,,29,,Willing to wait at least once,0,.14779887,.78097737,.99202603,0,1973,0,0,1
8,2,,37,,Never willing to wait,0,.21423963,.52283883,1.198503,0,1974,0,0,0
6,1,,71,,Willing to wait at least once,1,.68671119,.43226454,.62360156,0,1976,0,0,0
3,1,,36,,Willing to wait at least once,0,.076627567,0,.60697192,0,1977,0,0,0
9,2,,32,,Willing to wait at least once,1,.49000284,0,.71846193,0,1978,0,0,0
10,3,,37,,Willing to wait at least once,1,.74909395,.39349177,.73335016,0,1981,0,0,0
6,2,,32,,Willing to wait at least once,1,0,.8917225,.35964283,1,1983,1,0,1
7,2,,31,,Never willing to wait,0,.37817082,.85822505,1.0692182,0,1984,0,0,1
6,2,,33,,Willing to wait at least once,0,.58656758,.67150503,.81875926,0,1985,0,0,1
7,2,,30,,Never willing to wait,1,.36373544,1.4323364,1.1621711,0,1986,0,0,1
8,2,,41,,Never willing to wait,0,.34913072,.5776332,.60697192,0,1987,0,0,0
6,2,,31,,Willing to wait at least once,0,.076627567,0,.3845396,0,1988,0,0,0
7,1,,37,,Never willing to wait,0,.14779887,1.5637748,.74209827,0,1989,0,0,0
8,2,,34,,Willing to wait at least once,0,.34913072,.99699342,.73335016,1,1997,0,0,0
6,2,,32,,Willing to wait at least once,1,.99806744,.72004753,1.9712641,1,2000,1,0,1
8,2,,34,,Willing to wait at least once,1,.80244136,0,.83057737,0,2001,0,0,1
9,4,,36,,Never willing to wait,0,.41680697,0,1.1222582,0,2002,0,0,1
6,2,,34,,Never willing to wait,0,1.4214076,.17396457,.99202603,0,2003,0,0,0
10,3,,33,,Willing to wait at least once,1,1.673342,.71543407,1.1322248,0,2004,0,0,1
5,2,,26,,Willing to wait at least once,1,.31449023,0,.80509818,0,2005,1,0,1
6,2,,28,,Willing to wait at least once,1,.70751697,0,.35964283,0,2008,0,0,0
5,2,,28,,Never willing to wait,1,.22996409,.35843432,.90837288,0,2009,0,0,1
5,2,,30,,Willing to wait at least once,0,.22996409,0,.93666172,1,2011,0,0,0
5,2,,26,,Willing to wait at least once,0,.40377998,0,.9099077,1,2013,0,0,1
6,3,,37,,Never willing to wait,0,.75833464,.25077447,1.2887821,1,2014,0,0,0
6,2,,31,,Never willing to wait,0,.14779887,.39349177,.81875926,0,2016,0,0,0
8,2,,41,,Never willing to wait,0,.14779887,.49644032,.60697192,0,2018,0,0,0
8,2,,36,,Willing to wait at least once,0,.14779887,.39349177,.48147386,0,2019,0,0,1
7,1,,60,,Willing to wait at least once,0,.43129668,1.018079,.71846193,0,2020,0,0,0
7,2,,30,,Willing to wait at least once,1,.68565702,.5414412,.35964283,0,2021,0,0,1
8,3,,40,,Willing to wait at least once,1,.50486028,0,.83223623,0,2022,0,0,0
5,2,,40,,Willing to wait at least once,0,.14779887,.39349177,.50030637,0,2024,0,0,1
3,2,,26,,Willing to wait at least once,0,0,0,.60697192,0,2025,0,0,1
5,2,,25,,Never willing to wait,0,.14779887,.51411653,.89744425,0,2027,0,0,1
6,2,,31,,Never willing to wait,0,.14779887,0,.60697192,0,2029,0,0,0
4,2,1,24,,Willing to wait at least once,1,.36373544,0,.35964283,0,2031,0,1,0
8,2,,33,,Willing to wait at least once,1,.49000284,.22771102,.71846193,0,2032,0,0,0
7,2,,29,,Never willing to wait,0,.076627567,.7152276,.71846193,0,2034,0,0,1
9,3,,39,,Willing to wait at least once,1,.14779887,.39349177,.6600998,0,2035,0,1,0
6,2,,38,,Willing to wait at least once,1,.24640203,0,.73335016,1,2036,0,0,0
5,2,,27,,Willing to wait at least once,1,.34913072,.077292271,.50030637,0,2038,0,0,0
4,3,,45,,Willing to wait at least once,1,.40377998,0,.9099077,0,2040,0,0,0
8,2,,35,,Willing to wait at least once,1,.14779887,.25077447,.89744425,0,2041,0,0,0
3,2,,27,,Willing to wait at least once,1,0,.33774942,.35964283,0,2043,1,1,0
9,2,,36,,Never willing to wait,0,.41761324,.82668352,1.0180739,0,2073,0,0,0
6,2,,37,,Willing to wait at least once,0,.14779887,.67513299,.71846193,0,2074,0,0,0
9,3,,49,,Willing to wait at least once,0,.43129668,1.4384868,.89744425,1,2075,1,0,1
3,1,,33,,Willing to wait at least once,1,.52900833,.21597672,.35964283,0,2076,0,0,0
6,2,,30,,Willing to wait at least once,0,.22996409,.95826024,.89744425,0,2079,1,0,1
9,3,,31,,Never willing to wait,0,0,.53148574,.60697192,0,2080,1,0,1
10,2,,30,,Willing to wait at least once,0,.98280263,.50531751,1.2693441,0,2081,1,0,1
3,1,,76,,Never willing to wait,0,.2913214,0,.48147386,0,2082,0,0,0
6,2,,30,,Willing to wait at least once,1,.40377998,0,.71846193,0,2086,0,0,0
5,2,,32,,Never willing to wait,1,0,0,.60697192,0,2087,0,0,0
5,1,,32,,Willing to wait at least once,0,.21423963,0,.60697192,0,2089,0,0,1
6,2,,30,,Willing to wait at least once,1,0,.92366683,.35964283,0,2090,0,0,0
7,2,,32,,Willing to wait at least once,1,.14779887,.544195,.71846193,0,2091,0,0,0
9,2,,37,,Willing to wait at least once,0,.66071069,0,1.0599209,0,2094,0,0,1
5,2,,28,,Willing to wait at least once,1,.52900833,.96884525,1.1439488,1,2095,0,0,1
3,2,,27,,Willing to wait at least once,1,1.2071587,.67150503,.35964283,0,2098,0,1,0
9,4,,45,,Willing to wait at least once,1,.75893569,1.0286083,1.2873062,0,2100,0,0,1
6,2,,32,,Willing to wait at least once,0,0,.75042343,.60697192,1,2102,0,0,0
8,2,,30,,Willing to wait at least once,0,.076627567,.9555282,.60697192,1,2103,0,0,0
6,1,,44,,Willing to wait at least once,1,.37817082,.32210302,.55208504,0,2104,0,0,1
10,2,,56,,Willing to wait at least once,0,1.8877856,1.7502748,1.8877029,1,2107,0,0,0
8,1,,49,,Willing to wait at least once,1,0,2.4842055,1.5600322,1,2108,0,0,1
7,2,,62,,,,0,1.2269279,.77458346,,2110,0,0,0
5,2,,28,,,,.71643418,.27871555,1.3466537,,2111,0,0,0
9,4,,39,,,,.87356776,1.8321525,1.3413627,,2112,0,0,0
6,2,,28,,Willing to wait at least once,0,0,.52283883,.48147386,0,2113,0,0,0
6,1,,30,,Willing to wait at least once,0,.72090924,0,1.0492029,0,2117,0,0,0
3,1,,31,,Willing to wait at least once,0,.076627567,.27871555,.19590285,0,2118,0,0,0
8,2,,35,,,,.30845001,1.6781175,.86035222,,2123,0,0,0
6,2,,32,,Willing to wait at least once,1,.56528246,0,0,0,2125,0,0,0
5,2,,36,,Never willing to wait,1,.36373544,.44629022,.48147386,1,2127,0,0,1
6,2,,29,,Willing to wait at least once,0,.21423963,.85822505,.81875926,1,2128,0,0,0
6,2,,32,,Never willing to wait,1,.14779887,.33774942,.80509818,1,2129,0,0,0
5,2,,28,,Willing to wait at least once,0,0,0,.62360156,1,2132,0,0,0
11,3,,46,,Willing to wait at least once,0,.69061834,1.4660126,1.2628176,1,2133,0,0,0
7,2,,28,,Never willing to wait,1,.14779887,.76746935,1.3129706,0,2134,0,0,1
5,2,,29,,Willing to wait at least once,0,.14779887,0,.35964283,0,2135,0,0,1
4,2,,46,,Willing to wait at least once,1,.14779887,.68993801,1.3129706,1,2136,0,0,0
10,2,,37,,Never willing to wait,0,.40377998,0,.66435027,0,2137,0,0,0
7,2,,29,,Never willing to wait,0,.41680697,0,.64558762,0,2140,0,0,0
5,1,,29,,Never willing to wait,0,0,0,.19590285,0,2141,0,0,0
6,3,,28,,Willing to wait at least once,0,.40377998,1.2206515,1.2704141,1,2143,0,0,0
7,2,,42,,Never willing to wait,1,.27653977,.47402778,1.2617395,0,2144,0,0,1
5,2,,37,,Willing to wait at least once,0,.30678859,0,.50030637,0,2146,0,0,0
6,2,,44,,Never willing to wait,0,0,0,.60697192,0,2147,0,0,0
3,2,,28,,Willing to wait at least once,1,.37101221,0,.35964283,0,2148,0,0,1
6,2,,28,,Willing to wait at least once,0,.31449023,.27871555,.60697192,0,2149,0,0,0
6,2,,30,,Willing to wait at least once,0,.076627567,0,.60697192,0,2150,0,0,1
8,4,,37,,Willing to wait at least once,1,.14779887,1.1089357,1.0705252,1,2152,0,0,1
5,2,,29,,Never willing to wait,0,.46797001,0,.50030637,0,2153,0,0,0
5,2,,26,,Never willing to wait,0,.36373544,.95826024,1.0492029,1,2154,0,0,1
5,3,,31,,Willing to wait at least once,1,.48094887,.52283883,.71846193,0,2178,0,0,0
7,2,,31,,Willing to wait at least once,1,.89139712,.62958044,.35964283,0,2179,0,0,0
8,2,,29,,Never willing to wait,1,.076627567,0,.35964283,0,2214,0,0,0
8,3,,34,,,,.48094887,.49644032,1.2158439,,2215,0,0,1
8,2,,30,,Willing to wait at least once,1,.75030947,0,.62360156,0,2216,0,0,0
4,2,,26,,Willing to wait at least once,0,.49000284,2.1292596,1.1309961,1,2217,0,0,0
5,2,,27,,Willing to wait at least once,0,.48094887,1.1089526,.62646616,0,2218,0,0,0
5,1,0,20,,Never willing to wait,1,.076627567,0,.35964283,0,2221,0,0,0
4,1,,29,,Never willing to wait,1,0,0,.19590285,0,2224,0,0,0
3,1,,29,,Willing to wait at least once,1,0,0,.35964283,0,2225,0,0,0
6,2,,31,,Willing to wait at least once,1,.34913072,.67150503,.99202603,1,2226,0,0,0
8,5,,46,,Never willing to wait,1,.9852308,1.8042095,1.2078197,1,2227,0,0,1
2,1,,27,,Never willing to wait,0,0,.5897727,.80509818,0,2228,0,0,0
3,2,,40,,Willing to wait at least once,1,.34913072,.77424616,.60697192,1,2229,0,0,1
5,2,,42,,Willing to wait at least once,1,0,0,.51133782,0,2232,0,0,0
6,2,,41,,Willing to wait at least once,0,.14779887,.79430532,.71846193,1,2233,0,0,0
7,4,,47,,Willing to wait at least once,0,.34913072,.090760484,.89744425,0,2234,0,0,0
6,2,,29,,,,0,1.3126093,.19590285,,2235,0,0,0
6,1,,33,,Willing to wait at least once,0,.076627567,.33774942,.19590285,0,2236,0,0,0
7,2,,53,,,,.076627567,.39349177,.60697192,,2237,0,0,1
5,2,,27,,Willing to wait at least once,0,.076627567,.44629022,.60697192,0,2238,0,0,0
6,2,,29,,Willing to wait at least once,1,0,0,.92221779,0,2240,0,0,0
5,2,,28,,Willing to wait at least once,0,.60953987,1.5122849,.71846193,0,2325,0,0,1
5,2,,37,,Never willing to wait,0,.076627567,.544195,.60697192,0,2328,0,0,0
7,3,,50,,Never willing to wait,0,.76076722,2.4766979,1.3212138,0,2332,0,1,0
6,2,,37,,Willing to wait at least once,0,.21423963,.33774942,.50030637,0,2333,0,0,0
3,2,1,24,,Willing to wait at least once,1,.95654321,.22771102,.83057737,0,2334,1,0,1
8,2,,33,,Willing to wait at least once,1,.68671119,.21597672,.89744425,0,2336,0,0,0
9,3,,46,,Willing to wait at least once,0,.2913214,0,.60697192,0,2343,0,0,0
8,2,,41,,Never willing to wait,0,.21423963,.67513299,.81875926,0,2345,0,0,0
7,2,,37,,Willing to wait at least once,0,.14779887,.21597672,.50030637,0,2346,0,0,1
6,2,,30,,Willing to wait at least once,1,.14779887,.14903679,.60697192,1,2348,0,0,0
7,2,,43,,Willing to wait at least once,1,.72600597,.33774942,.89744425,0,2351,0,0,1
3,1,,32,,Willing to wait at least once,1,0,.14903679,0,0,2352,1,0,1
8,3,,33,,,,1.1064342,,.73335016,,2381,0,0,0
12,7,,35,,Never willing to wait,1,1.4024518,.95826024,1.2291789,1,2385,0,0,0
6,3,,26,,,,1.165715,,1.1985822,,2388,0,0,0
7,2,,34,,Willing to wait at least once,0,.14779887,1.0022292,1.0692182,0,2389,0,0,0
7,2,,37,,Never willing to wait,1,.21423963,0,.60697192,0,2395,0,0,0
8,1,,47,,Never willing to wait,0,.076627567,0,.35964283,0,2397,0,0,0
8,3,,37,,Willing to wait at least once,0,0,.62174463,1.0692182,0,2398,0,0,0
5,2,,28,,Willing to wait at least once,0,.076627567,.7152276,.19590285,0,2399,0,0,0
6,3,,29,,,,.48094887,.92993116,.74209827,,2403,0,0,0
13,2,,50,,Willing to wait at least once,1,2.3736944,1.6074926,2.2593958,1,2404,1,1,1
8,2,,49,,,,.48094887,,1.010056,,2405,0,0,0
8,2,,37,,Willing to wait at least once,1,.076627567,0,.35964283,0,2406,0,0,0
5,2,,30,,Never willing to wait,1,.076627567,0,.35964283,0,2407,0,0,0
7,2,,41,,Willing to wait at least once,0,.076627567,.39349177,.71846193,0,2408,0,0,0
7,2,,27,,Willing to wait at least once,0,.076627567,.67896187,.60697192,1,2409,0,0,0
6,2,,29,,Willing to wait at least once,1,.4399831,0,0,0,2411,0,0,0
6,1,,51,,Willing to wait at least once,1,.75996518,1.4793521,1.2093396,1,2413,0,0,0
5,1,,59,,,,.076627567,,.19590285,,2415,0,0,1
6,2,,27,,Willing to wait at least once,0,.922126,0,.80509818,0,2418,0,0,0
5,2,,34,,Willing to wait at least once,0,.076627567,.98861688,.60697192,0,2419,0,0,0
7,2,,32,,Willing to wait at least once,0,.93041044,1.7615529,.89744425,0,2420,0,0,0
3,1,,49,,Willing to wait at least once,0,0,.75377643,.19590285,0,2421,0,0,0
1,1,,34,,Willing to wait at least once,1,.076627567,0,0,1,2422,0,0,1
5,2,,31,,Willing to wait at least once,0,.80433834,0,.80509818,0,2423,0,0,0
4,2,,33,,,,.97916949,.97273815,1.4068446,,2425,0,0,0
10,5,,46,,Willing to wait at least once,1,1.2882553,2.2502725,2.0131981,0,2426,1,0,1
8,4,,32,,,,.48094887,1.4420565,1.1030962,,2427,0,0,1
8,2,,35,,Willing to wait at least once,0,.076627567,.75042343,1.0692182,0,2429,0,0,0
9,1,,43,,Willing to wait at least once,0,.40377998,1.0544565,.98197877,1,2430,0,0,0
7,2,,40,,,,.30678859,1.115577,.35964283,,2431,0,0,0
6,3,,29,,,,.69863695,1.0146329,.62155741,,2433,0,0,0
5,1,,62,,Never willing to wait,1,.34913072,0,.60697192,0,2434,0,0,0
7,2,,43,,Willing to wait at least once,0,.84779441,0,.97038692,1,2435,0,0,0
8,2,,43,,Willing to wait at least once,1,.48094887,0,0,0,2436,0,0,0
5,2,,31,,Willing to wait at least once,1,.2913214,.25077447,1.0836654,0,2465,0,0,0
5,2,,25,,Willing to wait at least once,1,.2913214,.66030329,.60697192,1,2466,0,0,0
6,3,,29,,,,.97916949,1.3516945,1.233675,,2475,0,0,0
6,2,,34,,Never willing to wait,0,.68140966,1.2811419,.80509818,0,2477,0,0,0
11,3,,35,,,,.30678859,.39349177,.35964283,,2480,0,0,0
7,2,,45,,Willing to wait at least once,0,.076627567,1.1491264,.99202603,1,2481,0,0,0
2,1,,32,,Willing to wait at least once,0,.076627567,.27871555,.19590285,0,2484,0,0,0
7,2,,28,,Willing to wait at least once,1,0,0,.19590285,0,2485,0,0,0
8,2,,30,,Willing to wait at least once,0,.48094887,0,.80509818,1,2487,0,0,0
7,2,,35,,Willing to wait at least once,1,1.190299,.17396457,.66950977,1,2488,0,0,1
6,2,,30,,Willing to wait at least once,0,.75833464,0,0,0,2489,0,0,1
8,3,,48,,Willing to wait at least once,0,.77771616,2.5157149,.60697192,0,2490,0,0,0
